"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52148599","17.16.2","70.49","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52148599","17.16.2","71.06","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v52148599","17.16.2","57.80","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52148731","17.17.2","13.25","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52148731","17.17.2","16.95","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52148731","17.17.2","17.07","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52148731","17.17.2","17.87","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v52148731","17.17.2","17.86","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52149252","17.22.2","7.99","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52149252","17.22.2","6.62","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52149252","17.22.2","4.64","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52149252","17.22.2","5.75","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52149252","17.22.2","6.00","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52149264","17.23.2","83.93","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52149264","17.23.2","91.53","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52149264","17.23.2","98.77","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52149264","17.23.2","97.55","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52149264","17.23.2","95.18","","","","2"
"2016","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52149276","17.24.2","275.31","","","","2"
"2017","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52149276","17.24.2","306.90","","","","2"
"2018","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52149276","17.24.2","318.81","","","","2"
"2019","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52149276","17.24.2","328.97","","","","2"
"2020","Ottawa-Gatineau, Ontario/Quebec [24505/35505]","2011S0503505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52149276","17.24.2","277.13","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334858","18.5.2","2.34","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334858","18.5.2","1.34","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334858","18.5.2","1.60","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334858","18.5.2","1.20","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44334858","18.5.2","0.90","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44402479","18.10.2","0.20","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44402479","18.10.2","0.57","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44402479","18.10.2","0.28","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44402479","18.10.2","0.09","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44402479","18.10.2","0.09","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44398958","18.13.2","1.27","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44398958","18.13.2","1.53","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44398958","18.13.2","1.50","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44398958","18.13.2","0.74","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44398958","18.13.2","0.90","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44391235","18.14.2","0.29","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44391235","18.14.2","0.77","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44391235","18.14.2","0.19","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44391235","18.14.2","0.64","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44391235","18.14.2","0.36","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44398620","18.15.2","0.68","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44398620","18.15.2","1.15","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44398620","18.15.2","0.75","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44398620","18.15.2","0.92","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44398620","18.15.2","1.45","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44413513","18.16.2","58.03","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44413513","18.16.2","60.94","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44413513","18.16.2","74.97","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44413513","18.16.2","73.17","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44413513","18.16.2","60.43","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405778","18.17.2","8.69","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405778","18.17.2","9.96","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405778","18.17.2","9.57","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405778","18.17.2","11.31","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44405778","18.17.2","9.03","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44385656","18.22.2","9.48","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44385656","18.22.2","7.86","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44385656","18.22.2","5.54","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44385656","18.22.2","6.53","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44385656","18.22.2","6.14","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44408542","18.23.2","76.89","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44408542","18.23.2","80.29","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44408542","18.23.2","91.01","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44408542","18.23.2","88.98","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44408542","18.23.2","85.91","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44407961","18.24.2","213.86","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44407961","18.24.2","247.78","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44407961","18.24.2","269.84","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2011S050535505","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44407961","18.24.2","291.22","","","","2"
